,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Bishnupur ,DPIU Of Bishnupur,Bishnupur C.D. Block,MN0183,2019 - 2020,ROAD,T12-NH 150 To Keisam,Upgarde,Utlou [ 1079203],NH 150 To Keisam,Utlou  [ 1079203]  { 2930} ,201.92,20.19,2.400,0.000,2.4,147.98,,Maintenance,Regular PMGSY,M Boudhajit Singh [29 Dec 2020],20.20,Financial: 27-04-2023/ Physical: 26-09-2022,,,
,3,Bishnupur ,DPIU Of Bishnupur,Bishnupur C.D. Block,MN0179,2019 - 2020,ROAD,MRL03-Nambol Hiyangthang Road to Pukhram Highschool via Bamol Leirak and kakyai makha sabal,Upgarde,"Kakyai Langpok [ 485514], Lourenbam [ 632320], Pukhrambam [ 868444], Thiyam [ 1052106]",Nambol Hiyangthang Road to Pukhram Highschool via Bamol Leirak ,"Kakyai Langpok [ 485514]  { 2212} , Leimapokpam [ 625172]  { 8120} , Lourenbam [ 632320]  { 1627} , Nambol Ward no.15 [ 1300896]  { 1692} , Pukhrambam  [ 868444]  { 2476} , Thiyam [ 1052106]  { 1203} ",322.85,32.28,4.010,0.000,4.11,268.33,,Maintenance,Regular PMGSY,"Lunsat Kipgen [29 Dec 2020], Lunsat Kipgen [26 Apr 2021]",32.29,Financial: 20-01-2023/ Physical: 26-09-2022,,,
,4,Bishnupur ,DPIU Of Bishnupur,Bishnupur C.D. Block,MN0184,2019 - 2020,ROAD,T06-Ngakchoupokpi To Potshangbam Mamang,Upgarde,"Khoijuman Khullen [ 558792], Khoijuman Khunou [ 1298944], Ngaikhong Khullen [ 781127], Potsangbam [ 863925], Toubul [ 1063421]",Ngakchoupokpi To Potshangbam Mamang,"Khoijuman Khullen [ 558792]  { 2786} , Khoijuman Khunou [ 1298944]  { 2391} , Ngaikhong Khullen [ 781127]  { 4612} , Potsangbam  [ 863925]  { 3051} , Toubul  [ 1063421]  { 4044} ",893.32,89.33,11.000,0.000,11,668.58,,Completed,Regular PMGSY,"M Boudhajit Singh [30 Dec 2020], M Boudhajit Singh [26 Apr 2021]",89.33,Financial: -/ Physical: 30-09-2025,,,
,5,Bishnupur ,DPIU Of Bishnupur,Moirang C.D.Block,MN0182,2019 - 2020,ROAD,T22-NH-150(Tronglaobi) to Phubala Awang,Upgarde,"Kwakta Bazar [ 610365], Naranseinya [ 760127], Ngankhalawai [ 781162], Sunusiphai [ 1018909], Thamnapokpi Mayai Maning [ 1045035]",NH-150(Tronglaobi) to Phubala Awang,"Kwakta Bazar [ 610365]  { 10735} , Naranseinya  [ 760127]  { 2308} , Ngankhalawai [ 781162]  { 3518} , Sunusiphai [ 1018909]  { 1388} , Thamnapokpi Mayai Maning [ 1045035]  { 2201} ",575.73,57.57,7.150,0.000,7.15,485.73,,Completed,Regular PMGSY,"M Boudhajit Singh [30 Dec 2020], M Boudhajit Singh [26 Apr 2021]",57.58,Financial: 04-02-2025/ Physical: 04-12-2024,,,
,6,Bishnupur ,DPIU Of Bishnupur,Moirang C.D.Block,MN0174,2019 - 2020,ROAD,T16-Keibul Kaina Bazar To Sendra Road,Upgarde,Thanga Chingkha [ 1045766],Keibul Kaina Bazar To Sendra Road,"Kha Thingungei [ 1300086]  { 10107} , Thanga Chingkha [ 1045766]  { 14316} ",367.59,36.76,4.540,0.000,4.54,307.57,,Maintenance,Regular PMGSY,"Lunsat Kipgen [29 Dec 2020], Lunsat Kipgen [26 Apr 2021]",36.76,Financial: 02-11-2023/ Physical: 31-03-2023,,,
,7,Bishnupur ,DPIU Of Bishnupur,Moirang C.D.Block,MN0176,2019 - 2020,ROAD,T13-Borayangbi Thongkha to Chairen,Upgarde,"Chairen [ 190423], Sagang [ 933221]",Borayangbi Thongkha to Chairen,"Chairen [ 190423]  { 785} , Sagang [ 933221]  { 4296} , Tanjeng [ 1300098]  { 1964} ",320.15,32.02,3.800,0.000,3.8,179.96,,Completed,Regular PMGSY,"Lunsat Kipgen [29 Dec 2020], Lunsat Kipgen [26 Apr 2021]",32.02,Financial: 28-01-2022/ Physical: 02-05-2024,,,
,8,Chandel ,DPIU Of Chandel,Chakpikarong T.D.Block,MN02201,2019 - 2020,ROAD,T06-Sugunu Tribal to Thungcheng via Christian School(M. Mojol),Upgarde,"Langching [ 620562], Sugnu Lamhang [ 1013257], Sugnu Lokhijang [ 1299948], Sugnu Tribel [ 1013258]",Sugunu Tribal to Thungcheng via Christian School(M. Mojol),"Langching [ 620562]  { 548} , Sugnu Lamhang [ 1013257]  { 608} , Sugnu Lokhijang [ 1299948]  { 612} , Sugnu Tribel [ 1013258]  { 734} , Sugnu Zouveng [ 1013259]  { 435} ",307.76,30.78,4.000,0.000,1,90.78,,Base Course / G2-G3 Stage,Regular PMGSY,"SEIBA NGAOPUNI PAVEI [30 Dec 2020], SEIBA NGAOPUNI PAVEI [26 Apr 2021]",30.77,Financial: 31-01-2022/ Physical: -,,,
,9,Chandel ,DPIU Of Chandel,Machi T.D.Block,MN02213,2019 - 2020,ROAD,T06-Thabi keithel to Machi,Upgarde,"Machi [ 635770], Thabikeithel [ 1298145]",Thabi keithel to Machi,"Machi [ 635770]  { 1378} , Thabikeithel [ 1298145]  { 133} ",463.67,46.37,4.680,0.000,4.68,352.04,,Completed,Regular PMGSY,"SEIBA NGAOPUNI PAVEI [30 Dec 2020], SEIBA NGAOPUNI PAVEI [26 Apr 2021]",46.38,Financial: -/ Physical: 18-02-2026,,,
,10,Chandel ,DPIU Of Chandel,Tengnoupal T.D.Block,MN02220,2019 - 2020,ROAD,T02-BRTF Road to Kambang Khullen,Upgarde,"Kambang Khullen [ 496792], Kambang Khunou [ 496793]",,,437.01,43.70,5.000,0.000,5,366.51,,Completed,Regular PMGSY,"M Boudhajit Singh [30 Dec 2020], M Boudhajit Singh [26 Apr 2021]",43.71,Financial: 04-07-2023/ Physical: 20-03-2023,,,
,11,Churachandpur ,DPIU Of Churachandpur,Churachandpur T.D.Block,MN03260,2019 - 2020,ROAD,T06-Churachandpur Head Qtr. to Tuibuang road,Upgarde,"M. Songgel [ 1301838], Tuibong [ 1301814]",Churachandpur Head Qtr. to Tuibuang road,"M. Songgel [ 1301838]  { 1135} , Tuibong [ 1301814]  { 8085} ",313.59,31.36,4.000,0.000,4,265.14,,Maintenance,Regular PMGSY,M Boudhajit Singh [30 Dec 2020],31.37,Financial: 20-01-2023/ Physical: 08-11-2022,,,
,12,Churachandpur ,DPIU Of Churachandpur,Churachandpur T.D.Block,MN03262,2019 - 2020,ROAD,T07-IB road to JNV junction,Upgarde,"Ccpur HQ [ 1302124], Tuinom Khopi [ 1301817]",IB road to JNV junction,"Ccpur HQ [ 1302124]  { 2050} , Tuinom Khopi [ 1301817]  { 500} ",253.42,25.34,3.000,0.000,3,213.92,,Maintenance,Regular PMGSY,M Boudhajit Singh [29 Dec 2020],25.33,Financial: 24-01-2023/ Physical: 15-09-2022,,,
,13,Churachandpur ,DPIU Of Churachandpur,Churachandpur T.D.Block,MN03266,2019 - 2020,ROAD,T08-Zogam road (Sim veng to Rengkai Zion Veng),Upgarde,"Rengkai CT [ 921341], Sim Veng [ 1301835]",Zogam road (Sim veng to Rengkai Zion Veng),"College Veng [ 1301847]  { 3254} , Rengkai CT [ 921341]  { 8293} , Sim Veng [ 1301835]  { 1391} , Vengnuam [ 1302066]  { 7302} ",238.33,23.83,3.000,0.000,3,199.17,,Maintenance,Regular PMGSY,M Boudhajit Singh [30 Dec 2020],23.83,Financial: 27-01-2023/ Physical: 08-11-2022,,,
,14,Imphal East ,DPIU Of Imphal East,Imphal East _II C.D.Block,MN04200,2019 - 2020,ROAD,T11-Lilando Lampak to NH-39 (via SEVA),Upgarde,"Khongman Zone I [ 559609], Kiyamgei [ 567414], Thongju Part-II [ 1052712]",Lilando Lampak to NH-39 (via SEVA),"Bashikhong [ 111563]  { 3042} , Khongman Zone I [ 559609]  { 6096} , Kiyamgei [ 567414]  { 5336} , Thongju Part-II [ 1052712]  { 10836} ",951.47,95.15,9.200,0.000,9.2,775.27,,Maintenance,Regular PMGSY,"M/S K MORUNG & SONS [30 Dec 2020], M/S K MORUNG & SONS [26 Apr 2021]",95.16,Financial: 28-04-2022/ Physical: 27-01-2022,,,
,15,Imphal East ,DPIU Of Imphal East,Imphal East _II C.D.Block,MN04201,2019 - 2020,ROAD,T06-Khongman Zone I To NH39,Upgarde,"Kiyamgei Muslim [ 567415], Wangkhei Loumanbi [ 1102906]",Khongman Zone I To NH39,"Arapti [ 44072]  { 1495} , Bamon Kampu [ 85643]  { 2788} , Bashikhong [ 111563]  { 3042} , Chingangbam Leikai [ 225121]  { 4904} , Gangapat [ 343383]  { 1476} , Kalika [ 1297892]  { 284} , Keikhu [ 531225]  { 588} , Keirou Makting [ 531246]  { 5319} , khaidem Leikai [ 1298192]  { 666} , Khongman Zone I [ 559609]  { 6096} , khurai Khonang Khong [ 1298195]  { 2208} , Khurai Sajor Leikai Maning [ 561920]  { 7985} , Kitna Panung [ 1297895]  { 2546} , Kiyamgei [ 567414]  { 5336} , Kiyamgei Muslim [ 567415]  { 2614} , kongba Nongthombam Leikai [ 1297896]  { 2167} , Kongkham Leikai [ 1298196]  { 1762} , Kshetri Bengoon [ 1297897]  { 3843} , Kshetrigao [ 590869]  { 10534} , Laipham Siphai [ 1298200]  { 5286} , Lairikyengbam Leikai [ 613734]  { 4586} , Laishram Leikai [ 613742]  { 1851} , Lilong Hao [ 1297899]  { 738} , Loumanbi [ 1297900]  { 161} , Machahal [ 635182]  { 463} , Makhapat [ 1297901]  { 891} , MoirangKampu [ 712138]  { 1333} , Naharup [ 749748]  { 1962} , Nandeibam Leikai [ 756528]  { 3375} , Ningthoubung [ 1298227]  { 2038} , Takhok [ 1026478]  { 601} , Takthok Awang [ 1297903]  { 1288} , Thangbrijao [ 1297904]  { 1454} , Thangjam Leikai [ 1298289]  { 1291} , Thongju Part-II [ 1052712]  { 10836} , Top Dusara West [ 1298293]  { 1942} , Top Maning Dussera [ 1062689]  { 1942} , Top Naoria [ 1297905]  { 4385} , Torban kshetri Leikai [ 1297906]  { 5459} , Ucheckon [ 1068073]  { 3751} , Ucheckon Khunou [ 1068074]  { 1573} , Urup [ 1077825]  { 4990} , Wangkhei Loumanbi [ 1102906]  { 2067} ",607.98,60.80,8.600,0.000,8.6,511.11,,Maintenance,Regular PMGSY,"M/S K MORUNG & SONS [30 Dec 2020], M/S K MORUNG & SONS [26 Apr 2021]",60.80,Financial: 28-04-2022/ Physical: 02-03-2022,,,
,16,Imphal East ,DPIU Of Imphal East,Imphal East _II C.D.Block,MN04202,2019 - 2020,ROAD,MRL05-Kongba to Ucheckon Khunou (via Khongman),Upgarde,"Bashikhong [ 111563], Kitna Panung [ 1297895], Torban kshetri Leikai [ 1297906], Ucheckon [ 1068073], Ucheckon Khunou [ 1068074]",Kongba to Ucheckon Khunou (via Khongman),"Bashikhong [ 111563]  { 3042} , Khongman Zone I [ 559609]  { 6096} , Kitna Panung [ 1297895]  { 2546} , Kshetrigao [ 590869]  { 10534} , Top Naoria [ 1297905]  { 4385} , Torban kshetri Leikai [ 1297906]  { 5459} , Ucheckon [ 1068073]  { 3751} , Ucheckon Khunou [ 1068074]  { 1573} ",769.45,76.95,10.000,0.000,10,650.51,,Maintenance,Regular PMGSY,"M/S K MORUNG & SONS [30 Dec 2020], M/S K MORUNG & SONS [26 Apr 2021]",76.97,Financial: 28-04-2022/ Physical: 31-01-2022,,,
,17,Imphal East ,DPIU Of Imphal East,Imphal East _II C.D.Block,MN04213,2019 - 2020,ROAD,MRL06-Keirao Bitra to Lilong Chaobok via Urup Kangthak,Upgarde,"Keirao Bitra [ 531238], Lilong Hao [ 1297899]",Keirao Bitra to Lilong Chaobok via Urup Kangthak,"Awang Kakching [ 1298184]  { 742} , Itam [ 1298181]  { 1186} , Keibi Khullen [ 1298188]  { 1331} , Keibi Leishangkhong [ 1298190]  { 630} , Keirao Bitra [ 531238]  { 2470} , Kharasom [ 547747]  { 1537} , Lamlai [ 620042]  { 4601} , Lilong Hao [ 1297899]  { 738} , Phaknung [ 848750]  { 1305} , Pourabi [ 1298239]  { 1596} , Pungdongbam [ 870152]  { 2539} , Salak Khul [ 940884]  { 41} , Sekta [ 969435]  { 2934} , Taretkhul [ 1034252]  { 511} , Urup [ 1077825]  { 4990} , Waiton [ 1102066]  { 2704} , Yumnampatlou [ 1111763]  { 839} ",409.52,40.95,5.000,0.000,5,345.95,,Maintenance,Regular PMGSY,"M/S K MORUNG & SONS [30 Dec 2020], M/S K MORUNG & SONS [26 Apr 2021]",40.97,Financial: 31-08-2022/ Physical: 25-03-2022,,,
,18,Imphal East ,DPIU Of Imphal East,Imphal East _II C.D.Block,MN04215,2019 - 2020,ROAD,T18-NH39 To Urup,Upgarde,"Arapti [ 44072], Urup [ 1077825]",NH39 To Urup,"Arapti [ 44072]  { 1495} , Urup [ 1077825]  { 4990} ",190.64,19.06,2.500,0.000,2.5,160.96,,Maintenance,Regular PMGSY,"M/S K MORUNG & SONS [30 Dec 2020], M/S K MORUNG & SONS [26 Apr 2021]",19.06,Financial: 27-01-2023/ Physical: 30-11-2022,,,
,19,Imphal East ,DPIU Of Imphal East,Imphal East _II C.D.Block,MN04214,2019 - 2020,ROAD,MRL07-Yambem To Sanapt,Upgarde,"Changamdabi [ 204659], Moirang Purel [ 712133], Top Chingtha [ 1062683], Yambem [ 1109114]",Yambem To Sanapt,"Andro Pt [ 1297875]  { 1014} , Changamdabi [ 204659]  { 6419} , Itham [ 436991]  { 769} , Kamu Yaithibi [ 1297893]  { 70} , Moirang Purel [ 712133]  { 2572} , Monthou [ 1297902]  { 306} , Nongbrung [ 788640]  { 1832} , Top Chingtha [ 1062683]  { 4985} , Yambem [ 1109114]  { 5705} ",394.72,39.47,4.950,0.000,4.95,326.57,,Maintenance,Regular PMGSY,"KHAIDEM KALACHAND SINGH [30 Dec 2020], KHAIDEM KALACHAND SINGH [26 Apr 2021]",39.47,Financial: 20-01-2023/ Physical: 21-09-2022,,,
,20,Imphal East ,DPIU Of Imphal East,Imphal East-I C.D.Block,MN04207,2019 - 2020,ROAD,T09-Top Khongnangmakhong To Top Khunou,Upgarde,,Top Khongnangmakhong To Top Khunou,"Kshetri Bengoon [ 1298198]  { 3843} , Wakha [ 1298294]  { 595} ",387.53,38.75,4.600,0.000,4.6,336.66,,Maintenance,Regular PMGSY,"Yumnam Arun Singh [30 Dec 2020], Yumnam Arun Singh [26 Apr 2021]",38.76,Financial: 09-09-2022/ Physical: 11-07-2022,,,
,21,Imphal East ,DPIU Of Imphal East,Imphal East-I C.D.Block,MN04204,2019 - 2020,ROAD,T12-Koirengei (BSF camp) to Luwangshangbam,Upgarde,"Koirengei [ 571411], Luwangsangbam [ 634232]",Koirengei (BSF camp) to Luwangshangbam,"Koirengei [ 571411]  { 1448} , Luwangsangbam [ 634232]  { 3458} ",654.11,65.41,6.400,0.000,6.4,553.71,,Maintenance,Regular PMGSY,"Lunsat Kipgen [29 Dec 2020], Lunsat Kipgen [26 Apr 2021]",65.40,Financial: 14-02-2023/ Physical: 04-07-2022,,,
,22,Imphal East ,DPIU Of Imphal East,Imphal East-I C.D.Block,MN04205,2019 - 2020,ROAD,T13-NH-39 (Koirengei) to Achanbigei,Upgarde,Achanbigei [ 1298030],NH-39 (Koirengei) to Achanbigei,"Achanbigei [ 1298030]  { 3123} , Koirengei [ 571411]  { 1448} ",247.89,24.79,3.200,0.000,3.2,208.79,,Maintenance,Regular PMGSY,Lunsat Kipgen [29 Dec 2020],24.80,Financial: 18-04-2022/ Physical: 31-10-2021,,,
,23,Imphal East ,DPIU Of Imphal East,Imphal East-I C.D.Block,MN04206,2019 - 2020,ROAD,MRL04-Heingang to Kairang Muslim,Upgarde,"Heingang [ 419909], Kairang Muslim [ 482469]",Heingang to Kairang Muslim,"Heingang [ 419909]  { 6115} , Kairang Muslim [ 482469]  { 3593} ",560.11,56.01,7.600,0.000,7.6,473.81,,Maintenance,Regular PMGSY,SEIBA NGAOPUNI PAVEI [30 Dec 2020],56.00,Financial: 09-04-2022/ Physical: 31-10-2021,,,
,24,Imphal East ,DPIU Of Imphal East,Imphal East-I C.D.Block,MN04203,2019 - 2020,ROAD,MRL02-Kongba Turel Mapal To Top Dussera,Upgarde,"Kshetri Bengoon [ 1298198], Top Dusara East [ 1298291], Top Dusara West [ 1298293]",Kongba Turel Mapal To Top Dussera,"Kshetri Bengoon [ 1298198]  { 3843} , Top Dusara East [ 1298291]  { 2597} , Top Dusara West [ 1298293]  { 1942} ",253.57,25.36,3.250,0.000,3.25,213.38,,Maintenance,Regular PMGSY,"M Boudhajit Singh [30 Dec 2020], M Boudhajit Singh [26 Apr 2021]",25.37,Financial: 20-01-2023/ Physical: 30-09-2022,,,
,25,Imphal East ,DPIU Of Imphal East,Imphal East-I C.D.Block,MN04208,2019 - 2020,ROAD,T17-Sajeb to Tinsid Road (Moirang Kampu),Upgarde,"MoirangKampu [ 712138], Sajeb [ 938572]",Sajeb to Tinsid Road (Moirang Kampu),"MoirangKampu [ 712138]  { 1333} , Sajeb [ 938572]  { 2049} , Top Dusara West [ 1298293]  { 1942} ",300.86,30.09,3.720,0.000,3.72,255.31,,Maintenance,Regular PMGSY,"KHAIDEM KALACHAND SINGH [30 Dec 2020], KHAIDEM KALACHAND SINGH [26 Apr 2021]",30.10,Financial: 04-07-2023/ Physical: 20-03-2023,,,
,26,Imphal East ,DPIU Of Imphal East,Imphal East-I C.D.Block,MN04209,2019 - 2020,ROAD,T19-NH 150 Sawombung To Maning Huidrom,Upgarde,"Nungoi [ 792222], Pourabi [ 1298239]",NH 150 Sawombung To Maning Huidrom,"Awang Kakching [ 1298184]  { 742} , Itam [ 1298181]  { 1186} , Keibi Heikak Mapal [ 1298187]  { 859} , Keibi Khullen [ 1298188]  { 1331} , Keibi Leishangkhong [ 1298190]  { 630} , Kharasom [ 547747]  { 1537} , Lamlai [ 620042]  { 4601} , Nungoi [ 792222]  { 2452} , Phaknung [ 848750]  { 1305} , Pourabi [ 1298239]  { 1596} , Pungdongbam [ 870152]  { 2539} , Salak Khul [ 940884]  { 41} , Sekta [ 969435]  { 2934} , Taretkhul [ 1034252]  { 511} , Waiton [ 1102066]  { 2704} , Yumnampatlou [ 1111763]  { 839} ",422.75,42.28,5.000,0.000,5,352.53,,Maintenance,Regular PMGSY,V.S. NGANINGKHUI [23 Dec 2020],42.28,Financial: 21-09-2022/ Physical: 31-01-2022,,,
,27,Imphal East ,DPIU Of Imphal East,Imphal East-I C.D.Block,MN04210,2019 - 2020,ROAD,T15-Pangei-Saikul Road to Waiton,Upgarde,Waiton [ 1102066],Pangei-Saikul Road to Waiton,"Pangei [ 818986]  { 2112} , Waiton [ 1102066]  { 2704} ",399.36,39.94,4.700,0.000,4.7,336.32,,Maintenance,Regular PMGSY,"Lunsat Kipgen [29 Dec 2020], Lunsat Kipgen [26 Apr 2021]",39.94,Financial: 02-03-2023/ Physical: 23-09-2022,,,
,28,Imphal East ,DPIU Of Imphal East,Jiribam C.D.Block,MN04216,2019 - 2020,ROAD,T04-T02(ODR) Via Harinagar to TO2ODR,Upgarde,Harinagar [ 408658],T02(ODR) Via Harinagar to TO2ODR,"Aglapur [ 15388]  { 918} , Harinagar [ 408658]  { 421} ",570.76,57.08,7.000,0.000,6.8,401.42,,Surface Course / BT Stage,Regular PMGSY,"SEIBA NGAOPUNI PAVEI [30 Dec 2020], SEIBA NGAOPUNI PAVEI [26 Apr 2021]",57.09,Financial: -/ Physical: -,,,
,29,Imphal West ,DPIU Of Imphal West,Imphal West-I C.D.Block,MN05122,2019 - 2020,ROAD,T29-NH-53 to Lukram Leirak,Upgarde,"Lamjaotongba [ 620002], Sangaiprou Maning [ 1302166]",NH-53 to Lukram Leirak,"Changangei [ 1298043]  { 3713} , Lamjaotongba [ 620002]  { 9067} , Sangaiprou Maning [ 1302166]  { 2496} ",323.07,32.31,5.000,0.000,5.45,268.50,,Maintenance,Regular PMGSY,"KHAIDEM KALACHAND SINGH [30 Dec 2020], KHAIDEM KALACHAND SINGH [26 Apr 2021]",32.30,Financial: 27-03-2024/ Physical: 31-05-2023,,,
,30,Imphal West ,DPIU Of Imphal West,Imphal West-I C.D.Block,MN05123,2019 - 2020,ROAD,T28-AwangKhunou To Luker,Upgarde,"Awangkhunou [ 1298039], Luker [ 633419]",AwangKhunou To Luker,"Awangkhunou [ 1298039]  { 2309} , Luker [ 633419]  { 1333} ",189.91,18.99,2.500,0.000,2.545,156.70,,Maintenance,Regular PMGSY,"SEIBA NGAOPUNI PAVEI [30 Dec 2020], SEIBA NGAOPUNI PAVEI [26 Apr 2021]",19.00,Financial: 06-09-2022/ Physical: 05-04-2022,,,
,31,Imphal West ,DPIU Of Imphal West,Imphal West-I C.D.Block,MN05118,2019 - 2020,ROAD,MRL02-Sekmai Khurkhul rd To Khurkhul Awang Leikai,Upgarde,,Sekmai Khurkhul rd To Khurkhul Awang Leikai,"Kanto Village [ 507114]  { 990} , Khurkhul  [ 562206]  { 4726} ",455.68,45.57,5.900,0.000,5.965,381.97,,Maintenance,Regular PMGSY,"SEIBA NGAOPUNI PAVEI [30 Dec 2020], SEIBA NGAOPUNI PAVEI [26 Apr 2021]",45.58,Financial: 13-10-2023/ Physical: 08-02-2023,,,
,32,Imphal West ,DPIU Of Imphal West,Imphal West-I C.D.Block,MN05120,2019 - 2020,ROAD,T10-Khumbong To Maklang Maning,Upgarde,"Khumbong [ 1302210], Maklang [ 1302143]",Khumbong To Maklang Maning,"Khumbong [ 1302210]  { 2090} , Maklang [ 1302143]  { 1773} ",214.62,21.46,3.000,0.000,2.73,177.51,,Maintenance,Regular PMGSY,"Yumnam Arun Singh [30 Dec 2020], Yumnam Arun Singh [30 Dec 2020], Yumnam Arun Singh [26 Apr 2021]",21.47,Financial: 11-04-2022/ Physical: 01-03-2022,,,
,33,Imphal West ,DPIU Of Imphal West,Imphal West-II C.D.Block,MN05115,2019 - 2020,ROAD,T05-Sekmaijin To Khordak,Upgarde,Komlakhong [ 575937],Sekmaijin To Khordak,"Komlakhong [ 575937]  { 2385} , Laphupat Tera [ 621074]  { 4129} , Phoubakchao [ 849989]  { 3588} ",557.06,55.71,7.500,0.000,7.9,464.86,,Maintenance,Regular PMGSY,"V.S. NGANINGKHUI [29 Dec 2020], V.S. NGANINGKHUI [26 Apr 2021]",115.71,Financial: 12-07-2023/ Physical: 13-03-2023,,,
,34,Imphal West ,DPIU Of Imphal West,Imphal West-II C.D.Block,MN05117,2019 - 2020,ROAD,T11-T02(Malom) to Kodompokpi,Upgarde,Kodompokpi [ 569610],T02(Malom) to Kodompokpi,"Kodompokpi [ 569610]  { 3562} , Lairenjam [ 613728]  { 2651} , Malom Tulihal [ 1302138]  { 2879} , Malom Tuliyaima [ 1302139]  { 3096} , Meitram [ 696034]  { 1644} ",678.36,67.84,8.420,0.000,8.75,566.55,,Maintenance,Regular PMGSY,"Lunsat Kipgen [29 Dec 2020], Lunsat Kipgen [26 Apr 2021]",67.84,Financial: 02-11-2023/ Physical: 27-03-2023,,,
,35,Imphal West ,DPIU Of Imphal West,Imphal West-II C.D.Block,MN05124,2019 - 2020,ROAD,T10-NH-39 to Langthabal Khoupum,Upgarde,Langthabal Mantrikhong [ 620709],NH-39 to Langthabal Khoupum,"Hiyangthang [ 424324]  { 4778} , Langthabal Mantrikhong [ 620709]  { 2564} , Naralkonjil [ 1302192]  { 659} ",301.55,30.16,3.580,0.000,3.58,259.11,,Maintenance,Regular PMGSY,"Thokchom Ojit Singh [30 Dec 2020], Thokchom Ojit Singh [26 Apr 2021]",30.16,Financial: 10-02-2023/ Physical: 21-09-2022,,,
,36,Imphal West ,DPIU Of Imphal West,Imphal West-II C.D.Block,MN05125,2019 - 2020,ROAD,T09-T03 To Top Siphai,Upgarde,"Top Siphai [ 1062692], Top Siphai [ 1302199]",T03 To Top Siphai,"Top Siphai [ 1062692]  { 1451} , Top Siphai [ 1302199]  { 1430} ",233.65,23.37,3.000,0.000,3,195.02,,Maintenance,Regular PMGSY,"KHAIDEM KALACHAND SINGH [30 Dec 2020], KHAIDEM KALACHAND SINGH [26 Apr 2021]",23.38,Financial: 27-03-2024/ Physical: 26-09-2022,,,
,37,Senapati ,DPIU Of Senapati,Kangpokpi T.D.Block,MN06500,2019 - 2020,ROAD,T03-NH-39 (Koubru leikha) to Kholjang,Upgarde,"Kholjang [ 559453], Laloi [ 618398]",NH-39 (Koubru leikha) to Kholjang,"Kholjang [ 559453]  { 887} , Laloi [ 618398]  { 327} ",248.26,24.83,3.000,0.000,3,191.42,,Completed,Regular PMGSY,"SERYYO HUNGYO [31 Dec 2020], SERYYO HUNGYO [26 Apr 2021]",24.83,Financial: 31-01-2022/ Physical: 28-09-2022,,,
,38,Senapati ,DPIU Of Senapati,Mao Maram T.D. Block,MN06503,2019 - 2020,ROAD,T03-NH-2 to Taphou Namthang via Emessiphro,Upgarde,Emesiiphro [ 1297983],NH-2 to Taphou Namthang via Emessiphro,Emesiiphro [ 1297983]  { 896} ,332.80,33.28,4.500,0.000,4.5,203.59,,Maintenance,Regular PMGSY,"V.S. NGANINGKHUI [24 Dec 2020], V.S. NGANINGKHUI [26 Apr 2021]",33.28,Financial: 02-03-2023/ Physical: 04-01-2023,,,
,39,Senapati ,DPIU Of Senapati,Purul T.D.Block,MN06502,2019 - 2020,ROAD,T07-Beso to Oinam,Upgarde,"Koide Makha [ 570994], Koide Mathak [ 570995], Oinam [ 794291]",,,"1,035.52",103.55,12.000,0.000,7.56,813.07,,Surface Course / BT Stage,Regular PMGSY,"M/S K MORUNG & SONS [30 Dec 2020], M/S K MORUNG & SONS [26 Apr 2021]",103.56,Financial: -/ Physical: -,,,
